ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P01584,Interleukin-1 beta,IL1B,307043,K02770,P01584,IL1B_HUMAN,,IL1B,IL1B,HGNC:5992,Human,DB01017; DB05066; DB05133; DB05250; DB05260; DB05412; DB05442; DB05470; DB05507; DB05767; DB06062; DB06168; DB06372
P43005,Excitatory amino acid transporter 3,SLC1A1,507898,U08989,P43005,EAA3_HUMAN,,SLC1A1,SLC1A1,HGNC:10939,Human,DB00128; DB00142
P30793,GTP cyclohydrolase 1,GCH1,7242659,Z29434,P30793,GCH1_HUMAN,,GCH1,GCH1,HGNC:4193,Human,DB02377
P35557,Glucokinase,GCK,179427,M88011,P35557,HXK4_HUMAN,,GCK,GCK,HGNC:4195,Human,DB02379; DB07358; DB07359; DB08118; DB08210
Q13231,Chitotriosidase-1,CHIT1,1050958,U29615,Q13231,CHIT1_HUMAN,,CHIT1,CHIT1,HGNC:1936,Human,DB03109; DB03539; DB03632; DB04350; DB04404
P01019,Angiotensinogen,AGT,178640,K02215,P01019,ANGT_HUMAN,,AGT,AGT,HGNC:333,Human,DB05206
P27361,Mitogen-activated protein kinase 3,MAPK3,31221,X60188,P27361,MK03_HUMAN,,MAPK3,MAPK3,HGNC:6877,Human,DB00605; DB01169; DB02733; DB04604
O60858,E3 ubiquitin-protein ligase TRIM13,TRIM13,3133092,AJ224819,O60858,TRI13_HUMAN,,TRIM13,TRIM13,HGNC:9976,Human,DB01497; DB01548; DB01565
P49841,Glycogen synthase kinase-3 beta,GSK3B,529237,L33801,P49841,GSK3B_HUMAN,,GSK3B,GSK3B,HGNC:4617,Human,DB01356; DB01772; DB01793; DB01950; DB02010; DB02052; DB03444; DB04014; DB04395; DB07014; DB07058; DB07149; DB07584; DB07585; DB07676; DB07812; DB07859; DB07947; DB08073
Q4U2R8,Solute carrier family 22 member 6,SLC22A6,3831566,AF057039,Q4U2R8,S22A6_HUMAN,,hROAT1,hROAT1,HGNC:10970,Human,DB01032
Q9UNQ0,ATP-binding cassette sub-family G member 2,ABCG2,4185796,AF103796,Q9UNQ0,ABCG2_HUMAN,,ABCG2,ABCG2,HGNC:74,Human,DB04851
P04004,Vitronectin,VTN,36575,X03168,P04004,VTNC_HUMAN,,VTN,VTN,HGNC:12724,Human,DB00054
Q92887,Canalicular multispecific organic anion transporter 1,ABCC2,1764162,U63970,Q92887,MRP2_HUMAN,,ABCC2,ABCC2,HGNC:53,Human,DB00171; DB01138
P61278,Somatostatin,SST,338288,J00306,P61278,SMS_HUMAN,,SST,SST,HGNC:11329,Human,DB00847
Q06124,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,4519425,D13540,Q06124,PTN11_HUMAN,,PTPN11,PTPN11,HGNC:9644,Human,DB02779
P24941,Cyclin-dependent kinase 2,CDK2deltaT,3551191,AB012305,P24941,CDK2_HUMAN,,CDK2deltaT,CDK2deltaT,HGNC:1771,Human,DB01769; DB01888; DB02010; DB02052; DB02091; DB02116; DB02197; DB02297; DB02407; DB02538; DB02603; DB02647; DB02733; DB02833; DB02898; DB02915; DB02950; DB02963; DB02973; DB03019; DB03307; DB03365; DB03428; DB03490; DB03496; DB03583; DB03663; DB03737; DB03801; DB04006; DB04101; DB04186; DB04288; DB04407; DB04518; DB04607; DB04662; DB04669; DB05037; DB06616; DB06844; DB06888; DB06944; DB06948; DB06976; DB06983; DB07024; DB07054; DB07065; DB07126; DB07137; DB07163; DB07164; DB07179; DB07203; DB07210; DB07220; DB07431; DB07471; DB07493; DB07501; DB07504; DB07529; DB07531; DB07533; DB07534; DB07538; DB07539; DB07540; DB07562; DB07595; DB07606; DB07612; DB07618; DB07622; DB07685; DB07686; DB07687; DB07688; DB07731; DB07750; DB07751; DB07755; DB07761; DB07790; DB07791; DB07852; DB07889; DB07936; DB07982; DB08066; DB08094; DB08122; DB08123; DB08124; DB08125; DB08126; DB08132; DB08133; DB08134; DB08135; DB08136; DB08137; DB08138; DB08139; DB08140; DB08141; DB08142; DB08178; DB08182; DB08218; DB08219; DB08233; DB08241
P16118,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",PFKFB1,35503,X52638,P16118,F261_HUMAN,,PFKFB1,PFKFB1,HGNC:8872,Human,DB02393; DB02515; DB02930; DB04137; DB04493
P16581,E-selectin,SELE,182048,M30640,P16581,LYAM2_HUMAN,,SELE,SELE,HGNC:10718,Human,DB01136; DB03721
P05164,Myeloperoxidase,MPO,189040,J02694,P05164,PERM_HUMAN,,MPO,MPO,HGNC:7218,Human,DB00244; DB00535; DB00583; DB01065; DB04821
P01112,GTPase HRas,HRAS,190891,J00277,P01112,RASH_HUMAN,,HRAS,HRAS,HGNC:5173,Human,DB02210; DB03226; DB04137; DB04315; DB08751
O60733,85/88 kDa calcium-independent phospholipase A2,PLA2G6,3142700,AF064594,O60733,PLPL9_HUMAN,,PLA2G6,PLA2G6,HGNC:9039,Human,DB01103
P15144,Aminopeptidase N,ANPEP,28678,X13276,P15144,AMPN_HUMAN,,ANPEP,ANPEP,HGNC:500,Human,DB00973; DB06196
P59768,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GNG2,20147633,AF493870,P59768,GBG2_HUMAN,,GNG2,GNG2,HGNC:4404,Human,DB01159
Q15111,Inactive phospholipase C-like protein 1,PLCL1,780122,D42108,Q15111,PLCL1_HUMAN,,PLCL1,PLCL1,HGNC:9063,Human,DB01103
P06493,Cyclin-dependent kinase 1,CDK1,29839,X05360,P06493,CDK1_HUMAN,,CDC2,CDC2,HGNC:1722,Human,DB02052; DB02116; DB02950; DB03428; DB03496; DB04014; DB05037
P80188,Neutrophil gelatinase-associated lipocalin,LCN2,929657,X83006,P80188,NGAL_HUMAN,,LCN2,LCN2,HGNC:6526,Human,DB01631; DB01672; DB01926; DB02710; DB04043; DB04476
P05362,Intercellular adhesion molecule 1,ICAM1,758074,X06990,P05362,ICAM1_HUMAN,,ICAM1,ICAM1,HGNC:5344,Human,DB00108; DB08818
P19838,Nuclear factor NF-kappa-B p105 subunit,NFKB1,189180,M55643,P19838,NFKB1_HUMAN,,NFKB1,NFKB1,HGNC:7794,Human,DB01041; DB01411; DB05212; DB05451; DB05464; DB05471; DB05487; DB05767; DB08814
P01374,Lymphotoxin-alpha,LTA,34445,X01393,P01374,TNFB_HUMAN,,LTA,LTA,HGNC:6709,Human,DB00005
P00750,Tissue-type plasminogen activator,PLAT,339834,L00153,P00750,TPA_HUMAN,,PLAT,PLAT,HGNC:9051,Human,DB00013; DB00513; DB01050; DB01088; DB07684
P11413,Glucose-6-phosphate 1-dehydrogenase,G6PD,31543,X03674,P11413,G6PD_HUMAN,,G6PD,G6PD,HGNC:4057,Human,DB03085; DB03461; DB05107
P23297,Protein S100-A1,S100A1,36176,X58079,P23297,S10A1_HUMAN,,S100A1,S100A1,HGNC:10486,Human,DB00768
P06870,Kallikrein-1,KLK1,186653,M25629,P06870,KLK1_HUMAN,,KLK1,KLK1,HGNC:6357,Human,DB06692
Q9UM07,Protein-arginine deiminase type-4,PADI4,5913971,AB017919,Q9UM07,PADI4_HUMAN,,PADI4,PADI4,HGNC:18368,Human,DB00155; DB07449
O95573,Long-chain-fatty-acid--CoA ligase 3,ACSL3,4165018,D89053,O95573,ACSL3_HUMAN,,ACSL3,ACSL3,HGNC:3570,Human,DB00159
P01138,Beta-nerve growth factor,NGF,671883,V01511,P01138,NGF_HUMAN,,NGFB,NGFB,HGNC:7808,Human,DB01407; DB05892
P17302,Gap junction alpha-1 protein,GJA1,29917,X52947,P17302,CXA1_HUMAN,,GJA1,GJA1,HGNC:4274,Human,DB01136
P21589,5'-nucleotidase,NT5E,23897,X55740,P21589,5NTD_HUMAN,,NT5E,NT5E,HGNC:8021,Human,DB00806
P53779,Mitogen-activated protein kinase 10,MAPK10,468151,U07620,P53779,MK10_HUMAN,,MAPK10,MAPK10,HGNC:6872,Human,DB01782; DB02388; DB03084; DB03623; DB04395; DB06933; DB07010; DB07217; DB08005; DB08010; DB08011; DB08015; DB08021; DB08023; DB08025; DB08026; DB08555
P11021,78 kDa glucose-regulated protein,HSPA5,386758,M19645,P11021,GRP78_HUMAN,,HSPA5,HSPA5,HGNC:5238,Human,DB00025; DB00945
P48651,Phosphatidylserine synthase 1,PTDSS1,603802,D14694,P48651,PTSS1_HUMAN,,PTDSS1,PTDSS1,HGNC:9587,Human,DB00144
P11137,Microtubule-associated protein 2,MAP2,409875,U01828,P11137,MTAP2_HUMAN,,MAP2,MAP2,HGNC:6839,Human,DB01196; DB01229; DB01248
P15309,Prostatic acid phosphatase,ACPP,189613,M97589,P15309,PPAP_HUMAN,,ACPP,ACPP,HGNC:125,Human,DB03390; DB03577
P06881,Calcitonin gene-related peptide 1,CALCA,179828,M12667,P06881,CALCA_HUMAN,,CALCA,CALCA,HGNC:1437,Human,DB04869; DB05760
O43519,RET proto-oncogene,RET,2795880,AF032124,O43519,O43519_HUMAN,,RET,RET,HGNC:9967,Human,DB00619; DB05014
P04156,Major prion protein,PRNP,190468,M13899,P04156,PRIO_HUMAN,,PRNP,PRNP,HGNC:9449,Human,DB00759
P35247,Pulmonary surfactant-associated protein D,SFTPD,34767,X65018,P35247,SFTPD_HUMAN,,SFTPD,SFTPD,HGNC:10803,Human,DB02379
P19367,Hexokinase-1,HK1,184021,M75126,P19367,HXK1_HUMAN,,HK1,HK1,HGNC:4922,Human,DB02007; DB02379; DB04395
P63000,Ras-related C3 botulinum toxin substrate 1,RAC1,190824,M29870,P63000,RAC1_HUMAN,,RAC1,RAC1,HGNC:9801,Human,DB04315
Q16678,Cytochrome P450 1B1,CYP1B1,501031,U03688,Q16678,CP1B1_HUMAN,,CYP1B1,CYP1B1,HGNC:2597,Human,DB02342
P17213,Bactericidal permeability-increasing protein,BPI,179529,J04739,P17213,BPI_HUMAN,,BPI,BPI,HGNC:1095,Human,DB04178
P16070,CD44 antigen,CD44,180197,M24915,P16070,CD44_HUMAN,,CD44,CD44,HGNC:1681,Human,DB08818
P19320,Vascular cell adhesion protein 1,VCAM1,179886,M30257,P19320,VCAM1_HUMAN,,VCAM1,VCAM1,HGNC:12663,Human,DB01136; DB05399
P43003,Excitatory amino acid transporter 1,SLC1A3,,L19158,P43003,EAA1_HUMAN,,SLC1A3,SLC1A3,HGNC:10941,Human,DB00142
P08254,Stromelysin-1,MMP3,36633,X05232,P08254,MMP3_HUMAN,,MMP3,MMP3,HGNC:7173,Human,DB00786; DB01877; DB01996; DB02090; DB02350; DB02367; DB02449; DB02697; DB03033; DB03368; DB04140; DB04232; DB04416; DB07390; DB07986; DB07987; DB07988; DB08029; DB08030; DB08271; DB08507; DB08643
Q16873,Leukotriene C4 synthase,LTC4S,520485,U09353,Q16873,LTC4S_HUMAN,,LTC4S,LTC4S,HGNC:6719,Human,DB00143
P02649,Apolipoprotein E,APOE,178849,M12529,P02649,APOE_HUMAN,,APOE,APOE,HGNC:613,Human,DB00062; DB00064
P07900,Heat shock protein HSP 90-alpha,HSP90AA1,32488,X15183,P07900,HS90A_HUMAN,,HSP90AA1,HSP90AA1,HGNC:5253,Human,DB00615; DB00716; DB02359; DB02424; DB02550; DB02754; DB02840; DB03080; DB03093; DB03137; DB03504; DB03749; DB03809; DB03899; DB04054; DB04254; DB04505; DB04588; DB05134; DB06070; DB06956; DB06957; DB06958; DB06961; DB06964; DB06969; DB07100; DB07317; DB07319; DB07324; DB07325; DB07495; DB07502; DB07594; DB07601; DB07877; DB08194; DB08197; DB08436; DB08442; DB08443; DB08557; DB08786; DB08787; DB08788; DB08789
P14210,Hepatocyte growth factor,HGF,306846,M29145,P14210,HGF_HUMAN,,HGF,HGF,HGNC:4893,Human,DB02264; DB03959; DB05030; DB05434
O75762,Transient receptor potential cation channel subfamily A member 1,TRPA1,3287188,Y10601,O75762,TRPA1_HUMAN,,TRPA1,TRPA1,HGNC:497,Human,DB00825
P16870,Carboxypeptidase E,CPE,29667,X51405,P16870,CBPE_HUMAN,,CPE,CPE,HGNC:2303,Human,DB00030; DB00071
Q08345,Epithelial discoidin domain-containing receptor 1,DDR1,306475,L20817,Q08345,DDR1_HUMAN,,DDR1,DDR1,HGNC:2730,Human,DB00619
P08697,Alpha-2-antiplasmin,SERPINF2,219408,D00116,P08697,A2AP_HUMAN,,SERPINF2,SERPINF2,HGNC:9075,Human,DB08888
P01100,Proto-oncogene c-Fos,FOS,29904,V01512,P01100,FOS_HUMAN,,FOS,FOS,HGNC:3796,Human,DB08813
Q13126,S-methyl-5'-thioadenosine phosphorylase,MTAP,847724,U22233,Q13126,MTAP_HUMAN,,MTAP,MTAP,HGNC:7413,Human,DB00173; DB02158; DB02281; DB02282; DB02933
P02776,Platelet factor 4,PF4,189851,M25897,P02776,PLF4_HUMAN,,PF4,PF4,HGNC:8861,Human,DB00055
Q07837,Neutral and basic amino acid transport protein rBAT,SLC3A1,306442,M95548,Q07837,SLC31_HUMAN,,SLC3A1,SLC3A1,HGNC:11025,Human,DB00138
Q14500,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,567019,L36069,Q14500,IRK12_HUMAN,,KCNJ12,KCNJ12,HGNC:6258,Human,DB00204
P17252,Protein kinase C alpha type,PRKCA,35483,X52479,P17252,KPCA_HUMAN,,PRKCA,PRKCA,HGNC:9393,Human,DB00144; DB00163; DB05013; DB08846
P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,347120,L20965,P27815,PDE4A_HUMAN,,PDE4A,PDE4A,HGNC:8780,Human,DB00277; DB00651; DB00806; DB00824; DB00920; DB00975; DB01088; DB01303; DB01656; DB01791; DB05219; DB05266; DB05876; DB06751; DB06842; DB08299; DB08811
P36969,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",GPX4,825667,X71973,P36969,GPX4_HUMAN,,GPX4,GPX4,HGNC:4556,Human,DB00143
P19438,Tumor necrosis factor receptor superfamily member 1A,TNFRSF1A,37224,X55313,P19438,TNR1A_HUMAN,,TNFRSF1A,TNFRSF1A,HGNC:11916,Human,DB03507
P00450,Ceruloplasmin,CP,180256,M13699,P00450,CERU_HUMAN,,CP,CP,HGNC:2295,Human,DB00055
P53609,Geranylgeranyl transferase type-1 subunit beta,PGGT1B,466491,L25441,P53609,PGTB1_HUMAN,,PGGT1B,PGGT1B,HGNC:8895,Human,DB07227; DB07841; DB08180
Q15858,Sodium channel protein type 9 subunit alpha,SCN9A,758110,X82835,Q15858,SCN9A_HUMAN,,SCN9A,SCN9A,HGNC:10597,Human,DB00243; DB00281; DB00909; DB06201; DB06218
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,180637,M93008,P22061,PIMT_HUMAN,,PCMT1,PCMT1,HGNC:8728,Human,DB01752
P16455,Methylated-DNA--protein-cysteine methyltransferase,MGMT,34559,X54228,P16455,MGMT_HUMAN,,MGMT,MGMT,HGNC:7059,Human,DB00151; DB02216; DB04531
P48745,Protein NOV homolog,NOV,825696,X78351,P48745,NOV_HUMAN,,NOV,NOV,HGNC:7885,Human,DB00030; DB00071
P16444,Dipeptidase 1,DPEP1,219600,D13137,P16444,DPEP1_HUMAN,,DPEP1,DPEP1,HGNC:3002,Human,DB01597
P49366,Deoxyhypusine synthase,DHPS,994715,L39068,P49366,DHYS_HUMAN,,DHPS,DHPS,HGNC:2869,Human,DB03639
P48061,Stromal cell-derived factor 1,CXCL12,571508,U16752,P48061,SDF1_HUMAN,,CXCL12,CXCL12,HGNC:10672,Human,DB06822
P07204,Thrombomodulin,THBD,736251,X05495,P07204,TRBM_HUMAN,,THBD,THBD,HGNC:11784,Human,DB00055; DB01050
P29218,Inositol monophosphatase 1,IMPA1,395340,X66922,P29218,IMPA1_HUMAN,,IMPA1,IMPA1,HGNC:6050,Human,DB01356; DB03542
P07686,Beta-hexosaminidase subunit beta,HEXB,179462,M13519,P07686,HEXB_HUMAN,,HEXB,HEXB,HGNC:4879,Human,DB02813; DB03747; DB03861
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,2599558,AF029684,O14920,IKKB_HUMAN,,IKBKB,IKBKB,HGNC:5960,Human,DB00244; DB00795; DB00945; DB00995; DB01169; DB05183; DB06151
P05106,Integrin beta-3,ITGB3,306786,J02703,P05106,ITB3_HUMAN,,ITGB3,ITGB3,HGNC:6156,Human,DB00054; DB00063; DB00098; DB00775; DB04863; DB05787
P98170,E3 ubiquitin-protein ligase XIAP,XIAP,1184320,U45880,P98170,XIAP_HUMAN,,BIRC4,BIRC4,HGNC:592,Human,DB02628; DB04612
P32239,Gastrin/cholecystokinin type B receptor,CCKBR,306489,L08112,P32239,GASR_HUMAN,,CCKBR,CCKBR,HGNC:1571,Human,DB00183
P16109,P-selectin,SELP,183389,M60234,P16109,LYAM3_HUMAN,,SELP,SELP,HGNC:10721,Human,DB01109; DB03721; DB06779; DB08813
Q9UNN8,Endothelial protein C receptor,PROCR,565268,L35545,Q9UNN8,EPCR_HUMAN,,PROCR,PROCR,HGNC:9452,Human,DB00055; DB04327
P42574,Caspase-3,CASP3,561666,U13737,P42574,CASP3_HUMAN,,CASP3,CASP3,HGNC:1504,Human,DB01017; DB03124; DB05408; DB06862; DB07696; DB08213; DB08229; DB08251; DB08497; DB08498; DB08499
O60603,Toll-like receptor 2,TLR2,3132528,AF051152,O60603,TLR2_HUMAN,,TLR2,TLR2,HGNC:11848,Human,DB00045; DB03963; DB05475
P14625,Endoplasmin,HSP90B1,553797,M33716,P14625,ENPL_HUMAN,,HSP90B1,HSP90B1,HGNC:12028,Human,DB00615; DB02103; DB02935; DB03719; DB03758; DB08464; DB08465
O60760,Hematopoietic prostaglandin D synthase,HPGDS,3046817,D82073,O60760,HPGDS_HUMAN,,,,,Human,DB00143; DB01897; DB04077; DB07613; DB07614; DB07615; DB07616; DB07917; DB08313; DB08695; DB08790
P45844,ATP-binding cassette sub-family G member 1,ABCG1,1160186,X91249,P45844,ABCG1_HUMAN,,ABCG1,ABCG1,HGNC:73,Human,DB00171
P78559,Microtubule-associated protein 1A,MAP1A,1790878,U38291,P78559,MAP1A_HUMAN,,MAP1A,MAP1A,HGNC:6835,Human,DB01196
P07355,Annexin A2,ANXA2,219910,D00017,P07355,ANXA2_HUMAN,,ANXA2,ANXA2,HGNC:537,Human,DB00031
Q9NR96,Toll-like receptor 9,TLR9,8099652,AF259262,Q9NR96,TLR9_HUMAN,,TLR9,TLR9,HGNC:15633,Human,DB00608; DB01611; DB05463; DB05475
P31751,RAC-beta serine/threonine-protein kinase,AKT2,337491,M77198,P31751,AKT2_HUMAN,,AKT2,AKT2,HGNC:392,Human,DB07812; DB07859; DB07947; DB08073
P00167,Cytochrome b5,CYB5A,181227,M22865,P00167,CYB5_HUMAN,,CYB5A,CYB5A,HGNC:2570,Human,DB04009
P07602,Proactivator polypeptide,PSAP,220064,D00422,P07602,SAP_HUMAN,,PSAP,PSAP,HGNC:9498,Human,DB01966
P14410,"Sucrase-isomaltase, intestinal",SI,36645,X63597,P14410,SUIS_HUMAN,,SI,SI,HGNC:10856,Human,DB00284; DB00747
P04271,Protein S100-B,S100B,337730,M59488,P04271,S100B_HUMAN,,S100B,S100B,HGNC:10500,Human,DB00768; DB01373; DB04464; DB05343; DB06941; DB07004
P13726,Tissue factor,F3,339504,M16553,P13726,TF_HUMAN,,F3,F3,HGNC:3541,Human,DB00036; DB07207; DB07247; DB08232
P02751,Fibronectin,FN1,12053817,AJ276395,P02751,FINC_HUMAN,,FN1,FN1,HGNC:3778,Human,DB08888
P03950,Angiogenin,ANG,178250,M11567,P03950,ANGI_HUMAN,,ANG,ANG,HGNC:483,Human,DB03088; DB04272
P22894,Neutrophil collagenase,MMP8,180618,J05556,P22894,MMP8_HUMAN,,MMP8,MMP8,HGNC:7175,Human,DB00786; DB02326; DB02953; DB03207; DB03622; DB03636; DB03880; DB06971; DB07397; DB07713; DB07772; DB07900; DB08028; DB08403; DB08476
P14735,Insulin-degrading enzyme,IDE,184556,M21188,P14735,IDE_HUMAN,,IDE,IDE,HGNC:5381,Human,DB00030; DB00071; DB00626
P15559,NAD(P)H dehydrogenase [quinone] 1,NQO1,189246,J03934,P15559,NQO1_HUMAN,,NQO1,NQO1,HGNC:2874,Human,DB00170; DB00266; DB01927; DB02395; DB02400; DB02633; DB03147; DB03626; DB04090; DB04392; DB07385
Q08257,Quinone oxidoreductase,CRYZ,292415,L13278,Q08257,QOR_HUMAN,,CRYZ,CRYZ,HGNC:2419,Human,DB00266; DB03461
Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,TRPM8,20147036,AY090109,Q7Z2W7,TRPM8_HUMAN,,TRPM8,TRPM8,HGNC:17961,Human,DB00825
P28161,Glutathione S-transferase Mu 2,GSTM2,183301,M63509,P28161,GSTM2_HUMAN,,GSTM2,GSTM2,HGNC:4634,Human,DB00143; DB02458; DB03310; DB04701
P61586,Transforming protein RhoA,RHOA,36030,X05026,P61586,RHOA_HUMAN,,RHOA,RHOA,HGNC:667,Human,DB04315
P25815,Protein S100-P,S100P,36178,X65614,P25815,S100P_HUMAN,,S100P,S100P,HGNC:10504,Human,DB01003
P41594,Metabotropic glutamate receptor 5,GRM5,1408052,D28538,P41594,GRM5_HUMAN,,GRM5,GRM5,HGNC:4597,Human,DB00659; DB05070; DB06060; DB06201
O15530,3-phosphoinositide-dependent protein kinase 1,PDPK1,2407613,AF017995,O15530,PDPK1_HUMAN,,PDPK1,PDPK1,HGNC:8816,Human,DB00482; DB01863; DB01933; DB01946; DB02010; DB03777; DB04522; DB06932; DB07033; DB07132; DB07300; DB07456; DB07457
P13569,Cystic fibrosis transmembrane conductance regulator,CFTR,180332,M28668,P13569,CFTR_HUMAN,,CFTR,CFTR,HGNC:1884,Human,DB00887; DB01016; DB01050; DB04395; DB04522; DB04941; DB08820
P08842,Steryl-sulfatase,STS,338565,J04964,P08842,STS_HUMAN,,STS,STS,HGNC:11425,Human,DB02735
P39900,Macrophage metalloelastase,MMP12,435970,L23808,P39900,MMP12_HUMAN,,MMP12,MMP12,HGNC:7158,Human,DB00551; DB00786; DB02118; DB03367; DB03880; DB04405; DB05387; DB07026; DB07446; DB07556; DB07683; DB07920; DB07921; DB07922; DB08271; DB08599
P06744,Glucose-6-phosphate isomerase,GPI,189238,K03515,P06744,G6PI_HUMAN,,GPI,GPI,HGNC:4458,Human,DB02007; DB02076; DB02093; DB02548; DB03042; DB03581; DB03937; DB04493
P08100,Rhodopsin,RHO,1236137,U49742,P08100,OPSD_HUMAN,,RHO,RHO,HGNC:10012,Human,DB01159; DB01646; DB01728; DB02482; DB03152; DB03381; DB03796; DB04079; DB04147; DB04233; DB04450; DB04522
P22455,Fibroblast growth factor receptor 4,FGFR4,31372,X57205,P22455,FGFR4_HUMAN,,FGFR4,FGFR4,HGNC:3691,Human,DB00039; DB08901
Q99808,Equilibrative nucleoside transporter 1,SLC29A1,1845345,U81375,Q99808,S29A1_HUMAN,,SLC29A1,SLC29A1,HGNC:11003,Human,DB00197
P33316,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",DUT,2443580,AF018432,P33316,DUT_HUMAN,,DUT,DUT,HGNC:3078,Human,DB03413; DB04685
P80511,Protein S100-A12,S100A12,1545946,X97859,P80511,S10AC_HUMAN,,S100A12,S100A12,HGNC:10489,Human,DB00768; DB01025
P04040,Catalase,CAT,1228085,X04085,P04040,CATA_HUMAN,,CAT,CAT,HGNC:1516,Human,DB01213
P05113,Interleukin-5,IL5,33836,X04688,P05113,IL5_HUMAN,,IL5,IL5,HGNC:6016,Human,DB01411
P68400,Casein kinase II subunit alpha,CSNK2A1,598147,J02853,P68400,CSK21_HUMAN,,CSNK2A1,CSNK2A1,HGNC:2457,Human,DB01765; DB02170; DB02709; DB03035; DB03127; DB03924; DB04395; DB04462; DB04719; DB04720; DB04721; DB07715; DB07802; DB08338; DB08340; DB08345; DB08353; DB08354; DB08360; DB08362; DB08468; DB08473; DB08660; DB08846
P12497,Gag-Pol polyprotein,gag-pol,328418,M19921,P12497,POL_HV1N5,,,,,HIV-1,DB02086; DB02994; DB03118; DB03676; DB03963; DB04435; DB07575; DB08027; DB08231
P0A5P0,Cyclopropane mycolic acid synthase 2,cmaA2,1006799,U34637,P0A5P0,CMAS2_MYCTU,,,,,Mycobacterium tuberculosis,DB01752; DB04221
P25910,Beta-lactamase type II,ccrA,143932,M63556,P25910,BLAB_BACFG,,,,,Bacteroides fragilis,DB02593
P02743,Serum amyloid P-component,APCS,220068,D00097,P02743,SAMP_HUMAN,,APCS,APCS,HGNC:584,Human,DB01651; DB07579; DB07580
P12851,Xylose isomerase,xylA,580713,X16042,P12851,XYLA_ACTM4,,,,,Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431),DB01638; DB01904
Q96C86,m7GpppX diphosphatase,DCPS,21654920,AY040773,Q96C86,DCPS_HUMAN,,DCPS,DCPS,HGNC:29812,Human,DB01649; DB01960; DB03593; DB03958; DB07642; DB07643; DB07644
P37330,Malate synthase G,glcB,517247,X74547,P37330,MASZ_ECOLI,,,,,Escherichia coli (strain K12),DB01638; DB04343
P00509,Aspartate aminotransferase,aspC,41011,X03629,P00509,AAT_ECOLI,,,,,Escherichia coli (strain K12),DB01639; DB02024; DB02758; DB02981; DB03553; DB03629; DB03662; DB03750; DB04083; DB04299; DB04467; DB04762; DB04765
O05891,Thymidylate kinase,tmk,2072714,BX842582,O05891,KTHY_MYCTU,,,,,Mycobacterium tuberculosis,DB01643; DB02452; DB03280; DB03666; DB03846; DB04160; DB04485
O85465,Endoglucanase 5A,cel5A,3193120,AF067428,O85465,GUN5_BACAG,,,,,Bacillus agaradhaerens,DB01633; DB01642; DB02017; DB02061; DB02379; DB03584; DB03862; DB04086; DB04545
P12070,Xylose isomerase,xylA,39059,X59466,P12070,XYLA_ARTS7,,,,,Arthrobacter sp. (strain NRRL B3728),DB01638; DB01904; DB02172; DB03206
P23919,Thymidylate kinase,DTYMK,37206,X54729,P23919,KTHY_HUMAN,,DTYMK,DTYMK,HGNC:3061,Human,DB01643; DB03150; DB03195; DB03233; DB03280; DB03666; DB03845; DB04395
P46883,Primary amine oxidase,tynA,809499,D23670,P46883,AMO_ECOLI,,,,,Escherichia coli (strain K12),DB01634; DB01657; DB02178; DB02928; DB03631; DB04325; DB04334
Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",PDE3B,1145302,U38178,Q13370,PDE3B_HUMAN,,PDE3B,PDE3B,HGNC:8779,Human,DB01640; DB01970; DB07954
P12758,Uridine phosphorylase,udp,43242,X15689,P12758,UDP_ECOLI,,,,,Escherichia coli (strain K12),DB01629; DB02256; DB02681; DB03101; DB04485; DB06872; DB06873; DB07437; DB07439
P24300,Xylose isomerase,xylA,153534,M73789,P24300,XYLA_STRRU,,,,,Streptomyces rubiginosus,DB00126; DB01638; DB01881; DB01904; DB02379; DB03564; DB03911; DB03947
P46072,Major NAD(P)H-flavin oxidoreductase,"",6539550,D17743,P46072,FRA1_VIBFI,,,,,Vibrio fischeri,DB01650; DB03247; DB03410
Q9X519,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",gpmI,4589058,AF120091,Q9X519,GPMI_GEOSE,,,,,Geobacillus stearothermophilus,DB01709; DB04510
P60757,ATP phosphoribosyltransferase,hisG,41708,X13462,P60757,HIS1_ECOLI,,,,,Escherichia coli (strain K12),DB01661
